full_name,rank,type,abbr
JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,4,CAS,
Journal of the Korean Academy of Child and Adolescent Psychiatry,4,CAS,
Journal of the Korean Association of Oral and Maxillofacial Surgeons,4,CAS,
Journal of the Korean Astronomical Society,4,CAS,
Journal of the Korean Ceramic Society,4,CAS,
Journal of the Korean Chemical Society-Daehan Hwahak Hoe Jee,4,CAS,
Journal of the Korean Crystal Growth and Crystal Technology,4,CAS,
Journal of the Korean Earth Science Society,4,CAS,
Journal of the Korean Electrochemical Society,4,CAS,
Journal of the Korean Geosynthetic Society,4,CAS,
Journal of the Korean Magnetic Resonance Society,4,CAS,
Journal of the Korean Magnetics Society,4,CAS,
JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,4,CAS,
Journal of the Korean Medical Association,4,CAS,
Journal of the Korean Ophthalmological Society,4,CAS,
JOURNAL OF THE KOREAN PHYSICAL SOCIETY,4,CAS,
Journal of the Korean Society for Aeronautical and Space Sciences,4,CAS,
Journal of the Korean Society for Industrial and Applied Mathematics,4,CAS,
Journal of the Korean Society for Nondestructive Testing,4,CAS,
Journal of the Korean Society of Combustion,4,CAS,
Journal of the Korean Society of Mathematical Education Series B-Pure and Applied Mathematics,4,CAS,
Journal of the Korean Statistical Society,4,CAS,
JOURNAL OF THE LEARNING SCIENCES,2,CAS,
JOURNAL OF THE LEPIDOPTERISTS SOCIETY,4,CAS,
Journal of the Liaquat University of Medical and Health Sciences,4,CAS,
JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES,2,CAS,
JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,4,CAS,
JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN,3,CAS,
Journal of the Mechanical Behavior of Biomedical Materials,3,CAS,
JOURNAL OF THE MECHANICAL BEHAVIOR OF MATERIALS,4,CAS,
JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,2,CAS,
JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,4,CAS,
JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN,4,CAS,
Journal of the Mexican Chemical Society,4,CAS,
JOURNAL OF THE MIDWEST MODERN LANGUAGE ASSOCIATION,4,CAS,
Journal of the Musical Arts in Africa,4,CAS,
Journal of the National Cancer Center,3,CAS,
Journal of the National Comprehensive Cancer Network,2,CAS,
JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION,4,CAS,
JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA,4,CAS,
JOURNAL OF THE NEUROLOGICAL SCIENCES,3,CAS,
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,4,CAS,
Journal of the Operations Research Society of China,4,CAS,
JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION,4,CAS,
JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS,4,CAS,
Journal of the Pakistan Institute of Chemical Engineers,4,CAS,
JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,4,CAS,
JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA,4,CAS,
Journal of the Pancreas,4,CAS,
Journal of the Pediatric Infectious Diseases Society,4,CAS,
JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,3,CAS,
Journal of the Philosophy of History,2,CAS,
JOURNAL OF THE PHILOSOPHY OF SPORT,1,CAS,
JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,4,CAS,
JOURNAL OF THE POLYNESIAN SOCIETY,3,CAS,
Journal of the Practice of Cardiovascular Sciences,4,CAS,
JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT,4,CAS,
Journal of the Ramanujan Mathematical Society,4,CAS,
JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,4,CAS,
JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,3,CAS,
JOURNAL OF THE ROYAL ASIATIC SOCIETY,4,CAS,
Journal of the Royal College of Physicians of Edinburgh,4,CAS,
JOURNAL OF THE ROYAL MUSICAL ASSOCIATION,3,CAS,
Journal of the Royal Society Interface,2,CAS,
JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,2,CAS,
JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,3,CAS,
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,4,CAS,
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,1,CAS,
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,4,CAS,
Journal of the Saudi Heart Association,4,CAS,
JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,3,CAS,
Journal of the Scientific Society,4,CAS,
Journal of the Selva Andina Research Society,4,CAS,
JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,4,CAS,
Journal of the Serbian Society for Computational Mechanics,4,CAS,
Journal of the Society for American Music,3,CAS,
Journal of the Society for Information Display,4,CAS,
Journal of the Society for Social Work and Research,4,CAS,
JOURNAL OF THE SOCIETY OF ARCHITECTURAL HISTORIANS,2,CAS,
JOURNAL OF THE SOCIETY OF CHRISTIAN ETHICS,4,CAS,
JOURNAL OF THE SOCIETY OF LEATHER TECHNOLOGISTS AND CHEMISTS,4,CAS,
Journal of the South African Institution of Civil Engineering,4,CAS,
Journal of the South African Veterinary Association,4,CAS,
Journal of the Southern African Institute of Mining and Metallurgy,4,CAS,
JOURNAL OF THE SOUTHWEST,4,CAS,
Journal of the Statistical and Social Inquiry Society of Ireland,4,CAS,
Journal of the Taiwan Institute of Chemical Engineers,2,CAS,
JOURNAL OF THE TEXTILE INSTITUTE,4,CAS,
JOURNAL OF THE TORREY BOTANICAL SOCIETY,4,CAS,
Journal of the Turkish-German Gynecological Association,4,CAS,
JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,2,CAS,
JOURNAL OF THE WEST,4,CAS,
JOURNAL OF THE WORLD AQUACULTURE SOCIETY,3,CAS,
Journal of the World Federation of Orthodontists,3,CAS,
Journal of Theological Interpretation,4,CAS,
JOURNAL OF THEOLOGICAL STUDIES,3,CAS,
Journal of Theoretical and Applied Electronic Commerce Research,3,CAS,
Journal of Theoretical and Applied Mechanics-Bulgaria,4,CAS,
Journal of Theoretical and Applied Mechanics,4,CAS,
Journal of Theoretical and Computational Acoustics,4,CAS,
Journal of Theoretical and Philosophical Psychology,4,CAS,
JOURNAL OF THEORETICAL BIOLOGY,4,CAS,
JOURNAL OF THEORETICAL POLITICS,4,CAS,
JOURNAL OF THEORETICAL PROBABILITY,4,CAS,
Journal of Theoretical Social Psychology,4,CAS,
JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,3,CAS,
JOURNAL OF THERMAL BIOLOGY,2,CAS,
Journal of Thermal Engineering,4,CAS,
Journal of Thermal Science and Engineering Applications,4,CAS,
Journal of Thermal Science and Technology,4,CAS,
Journal of Thermal Science,4,CAS,
JOURNAL OF THERMAL SPRAY TECHNOLOGY,3,CAS,
JOURNAL OF THERMAL STRESSES,3,CAS,
JOURNAL OF THERMOPHYSICS AND HEAT TRANSFER,4,CAS,
JOURNAL OF THERMOPLASTIC COMPOSITE MATERIALS,3,CAS,
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,2,CAS,
Journal of Thoracic Disease,4,CAS,
JOURNAL OF THORACIC IMAGING,4,CAS,
Journal of Thoracic Oncology,1,CAS,
JOURNAL OF THROMBOSIS AND HAEMOSTASIS,1,CAS,
JOURNAL OF THROMBOSIS AND THROMBOLYSIS,3,CAS,
JOURNAL OF TIME SERIES ANALYSIS,4,CAS,
Journal of Time Series Econometrics,4,CAS,
Journal of Tissue Engineering and Regenerative Medicine,4,CAS,
Journal of Tissue Engineering,2,CAS,
Journal of Tissue Viability,3,CAS,
Journal of Topology and Analysis,4,CAS,
Journal of Topology,2,CAS,
Journal of Tourism and Cultural Change,4,CAS,
Journal of Tourism and Services,3,CAS,
Journal of Tourism Futures,3,CAS,
Journal of Tourism History,4,CAS,
Journal of Tourism Management Research,4,CAS,
Journal of Tourism Sustainability and Well-being,4,CAS,
Journal of Toxicologic Pathology,4,CAS,
JOURNAL OF TOXICOLOGICAL SCIENCES,4,CAS,
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,4,CAS,
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,2,CAS,
Journal of Toxicology,4,CAS,
JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY,3,CAS,
Journal of Traditional and Complementary Medicine,3,CAS,
Journal of Traditional Chinese Medicine,4,CAS,
Journal of Traffic and Transportation Engineering-English Edition,2,CAS,
Journal of Transcultural Nursing,4,CAS,
Journal of Transformative Education,4,CAS,
Journal of Translational Autoimmunity,2,CAS,
Journal of Translational Internal Medicine,2,CAS,
Journal of Translational Medicine,2,CAS,
Journal of Transplantation,4,CAS,
Journal of Transport & Health,3,CAS,
Journal of Transport and Land Use,4,CAS,
Journal of Transport and Supply Chain Management,4,CAS,
JOURNAL OF TRANSPORT ECONOMICS AND POLICY,4,CAS,
Journal of Transport Geography,1,CAS,
Journal of Transport History,4,CAS,
Journal of Transportation Engineering Part A-Systems,4,CAS,
Journal of Transportation Engineering Part B-Pavements,4,CAS,
Journal of Transportation Safety & Security,3,CAS,
Journal of Transportation Security,4,CAS,
Journal of Trauma & Dissociation,3,CAS,
Journal of Trauma and Acute Care Surgery,2,CAS,
Journal of Trauma Nursing,4,CAS,
JOURNAL OF TRAUMATIC STRESS,3,CAS,
Journal of Travel & Tourism Marketing,1,CAS,
JOURNAL OF TRAVEL MEDICINE,2,CAS,
Journal of Travel Research,1,CAS,
JOURNAL OF TRIBOLOGY-TRANSACTIONS OF THE ASME,3,CAS,
JOURNAL OF TROPICAL ECOLOGY,4,CAS,
JOURNAL OF TROPICAL FOREST SCIENCE,4,CAS,
Journal of Tropical Medicine,4,CAS,
Journal of Tropical Meteorology,4,CAS,
JOURNAL OF TROPICAL PEDIATRICS,4,CAS,
Journal of Trust Research,3,CAS,
JOURNAL OF TURBOMACHINERY-TRANSACTIONS OF THE ASME,3,CAS,
JOURNAL OF TURBULENCE,4,CAS,
Journal of Turkish Sleep Medicine-Turk Uyku Tibbi Dergisi,4,CAS,
Journal of Ultrasonography,4,CAS,
JOURNAL OF ULTRASOUND IN MEDICINE,3,CAS,
Journal of Ultrasound,4,CAS,
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,4,CAS,
Journal of University Teaching and Learning Practice,4,CAS,
Journal of Unschooling and Alternative Learning,4,CAS,
JOURNAL OF URBAN AFFAIRS,3,CAS,
Journal of Urban and Regional Analysis,4,CAS,
Journal of Urban Culture Research,4,CAS,
Journal of Urban Design,3,CAS,
JOURNAL OF URBAN ECONOMICS,1,CAS,
Journal of Urban Ethnology,4,CAS,
JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,2,CAS,
JOURNAL OF URBAN HISTORY,4,CAS,
Journal of Urban Management,2,CAS,
Journal of Urban Mobility,3,CAS,
JOURNAL OF URBAN PLANNING AND DEVELOPMENT,4,CAS,
JOURNAL OF URBAN TECHNOLOGY,3,CAS,
Journal of Urological Surgery,4,CAS,
JOURNAL OF UROLOGY,2,CAS,
Journal of Usability Studies,4,CAS,
Journal of Vacation Marketing,3,CAS,
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,4,CAS,
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,4,CAS,
JOURNAL OF VALUE INQUIRY,3,CAS,
Journal of Vascular Access,4,CAS,
JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY,3,CAS,
Journal of Vascular Nursing,4,CAS,
JOURNAL OF VASCULAR RESEARCH,4,CAS,
Journal of Vascular Surgery Cases Innovations and Techniques,4,CAS,
Journal of Vascular Surgery-Venous and Lymphatic Disorders,2,CAS,
JOURNAL OF VASCULAR SURGERY,2,CAS,
JOURNAL OF VECTOR BORNE DISEASES,4,CAS,
JOURNAL OF VECTOR ECOLOGY,3,CAS,
JOURNAL OF VEGETATION SCIENCE,3,CAS,
Journal of Venomous Animals and Toxins including Tropical Diseases,4,CAS,
"Journal of Verification, Validation and Uncertainty Quantification",4,CAS,
Journal of Vertebrate Biology,3,CAS,
JOURNAL OF VERTEBRATE PALEONTOLOGY,4,CAS,
JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,2,CAS,
Journal of Veterinary Behavior-Clinical Applications and Research,3,CAS,
Journal of Veterinary Cardiology,2,CAS,
JOURNAL OF VETERINARY DENTISTRY,4,CAS,
JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION,4,CAS,
JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE,3,CAS,
JOURNAL OF VETERINARY INTERNAL MEDICINE,2,CAS,
JOURNAL OF VETERINARY MEDICAL EDUCATION,4,CAS,
JOURNAL OF VETERINARY MEDICAL SCIENCE,4,CAS,
JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS,3,CAS,
Journal of Veterinary Research,4,CAS,
Journal of Veterinary Science,3,CAS,
JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME,4,CAS,
JOURNAL OF VIBRATION AND CONTROL,3,CAS,
Journal of Vibration Engineering & Technologies,4,CAS,
Journal of Vibroengineering,4,CAS,
Journal of Victorian Culture,3,CAS,
Journal of Vietnamese Studies,3,CAS,
JOURNAL OF VINYL & ADDITIVE TECHNOLOGY,3,CAS,
JOURNAL OF VIRAL HEPATITIS,3,CAS,
JOURNAL OF VIROLOGICAL METHODS,4,CAS,
Journal of Virology,2,CAS,
Journal of Virus Eradication,3,CAS,
Journal of Visceral Surgery,4,CAS,
JOURNAL OF VISION,3,CAS,
Journal of Visual Art and Design,4,CAS,
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,4,CAS,
Journal of Visual Communication in Medicine,4,CAS,
JOURNAL OF VISUAL CULTURE,4,CAS,
JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS,4,CAS,
JOURNAL OF VISUALIZATION,4,CAS,
Journal of VitreoRetinal Diseases,4,CAS,
JOURNAL OF VOCATIONAL BEHAVIOR,1,CAS,
Journal of Vocational Education and Training,4,CAS,
Journal of Vocational Rehabilitation,4,CAS,
JOURNAL OF VOICE,4,CAS,
JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH,3,CAS,
Journal of Volcanology and Seismology,4,CAS,
Journal of War & Culture Studies,3,CAS,
Journal of Water and Climate Change,4,CAS,
JOURNAL OF WATER AND HEALTH,4,CAS,
Journal of Water Chemistry and Technology,4,CAS,
Journal of Water Management Modeling,4,CAS,
Journal of Water Process Engineering,3,CAS,
JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,3,CAS,
Journal of Water Sanitation and Hygiene for Development,4,CAS,
JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,4,CAS,
Journal of Web Engineering,4,CAS,
Journal of Web Librarianship,4,CAS,
Journal of Web Semantics,3,CAS,
Journal of Wildlife and Biodiversity,4,CAS,
JOURNAL OF WILDLIFE DISEASES,4,CAS,
JOURNAL OF WILDLIFE MANAGEMENT,3,CAS,
JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS,2,CAS,
Journal of Wine Economics,3,CAS,
JOURNAL OF WOMEN & AGING,4,CAS,
JOURNAL OF WOMEN AND MINORITIES IN SCIENCE AND ENGINEERING,4,CAS,
Journal of Women Politics & Policy,3,CAS,
JOURNAL OF WOMENS HEALTH,3,CAS,
JOURNAL OF WOMENS HISTORY,3,CAS,
JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY,4,CAS,
JOURNAL OF WOOD SCIENCE,3,CAS,
Journal of Work and Organizational Psychology-Revista de Psicologia del Trabajo y de las Organizaciones,4,CAS,
Journal of Workplace Behavioral Health,4,CAS,
Journal of Workplace Learning,3,CAS,
JOURNAL OF WORLD BUSINESS,1,CAS,
Journal of World Christianity,2,CAS,
Journal of World Energy Law & Business,4,CAS,
JOURNAL OF WORLD HISTORY,2,CAS,
Journal of World Intellectual Property,4,CAS,
Journal of World Investment & Trade,4,CAS,
Journal of World Literature,3,CAS,
Journal of World Popular Music,4,CAS,
JOURNAL OF WORLD PREHISTORY,1,CAS,
JOURNAL OF WORLD TRADE,4,CAS,
Journal of World-Systems Research,4,CAS,
Journal of Wound Care,4,CAS,
Journal of Wound Ostomy and Continence Nursing,4,CAS,
Journal of Wrist Surgery,4,CAS,
Journal of Writing Research,3,CAS,
JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION,4,CAS,
Journal of X-Ray Science and Technology,4,CAS,
Journal of Xenobiotics,3,CAS,
Journal of Yeungnam Medical Science,4,CAS,
Journal of Young Pharmacists,4,CAS,
JOURNAL OF YOUTH AND ADOLESCENCE,1,CAS,
Journal of Youth Development,4,CAS,
Journal of Youth Studies,2,CAS,
Journal of Zhejiang University-SCIENCE A,2,CAS,
Journal of Zhejiang University-SCIENCE B,2,CAS,
Journal of Zoo and Aquarium Research,4,CAS,
JOURNAL OF ZOO AND WILDLIFE MEDICINE,4,CAS,
Journal of Zoological and Botanical Gardens,3,CAS,
JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,2,CAS,
JOURNAL OF ZOOLOGY,3,CAS,
Journal on Efficiency and Responsibility in Education and Science,4,CAS,
Journal on Multimodal User Interfaces,3,CAS,
JOURNALISM & MASS COMMUNICATION QUARTERLY,1,CAS,
Journalism and Media,2,CAS,
Journalism Practice,2,CAS,
Journalism Studies,1,CAS,
Journalism,2,CAS,
JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,2,CAS,
JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,2,CAS,
Jove-Journal of Visualized Experiments,4,CAS,
JP Journal of Algebra Number Theory and Applications,4,CAS,
JP Journal of Biostatistics,4,CAS,
JPAD-Journal of Prevention of Alzheimers Disease,3,CAS,
JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC,4,CAS,
JPRAS Open,4,CAS,
JRSM Cardiovascular Disease,4,CAS,
JSIAM Letters,4,CAS,
JSLS-Journal of the Society of Laparoendoscopic Surgeons,4,CAS,
JTCVS Techniques,4,CAS,
JTO Clinical and Research Reports,4,CAS,
Judaica Bohemiae,3,CAS,
Judgment and Decision Making,4,CAS,
Junctures-The Journal for Thematic Dialogue,4,CAS,
Jundishapur Journal of Microbiology,4,CAS,
Jundishapur Journal of Natural Pharmaceutical Products,4,CAS,
Jung Journal-Culture & Psyche,4,CAS,
Juridical Tribune-Tribuna Juridica,3,CAS,
Juridicas CUC,4,CAS,
Jurisprudence-An International Journal of Legal and Political Thought,3,CAS,
Jurnal Cita Hukum-Indonesian Law Journal,4,CAS,
Jurnal Fizik Malaysia,4,CAS,
Jurnal Gizi dan Pangan,4,CAS,
Jurnal Ilmiah Peuradeun,4,CAS,
Jurnal Ilmu dan Teknologi Kelautan Tropis,4,CAS,
Jurnal Ilmu Ternak dan Veteriner,4,CAS,
Jurnal Kejuruteraan,4,CAS,
Jurnal Komunikasi-Malaysian Journal of Communication,4,CAS,
Jurnal Manajemen Hutan Tropika,4,CAS,
Jurnal Pendidikan Fisika Indonesia-Indonesian Journal of Physics Education,4,CAS,
Jurnal Penelitian dan Pembelajaran IPA,4,CAS,
Jurnal Teknologi-Sciences & Engineering,4,CAS,
Jurnal Tribologi,4,CAS,
Justice Evaluation Journal,3,CAS,
JUSTICE QUARTERLY,2,CAS,
Justicia,4,CAS,
JUVENILE AND FAMILY COURT JOURNAL,4,CAS,
Kafkas Universitesi Veteriner Fakultesi Dergisi,4,CAS,
KAGAKU KOGAKU RONBUNSHU,4,CAS,
Kajian Malaysia,4,CAS,
Kalagatos-Revista de Filosofia,4,CAS,
Kamchatka-Revista de Analisis Cultural,4,CAS,
Kant Yearbook,3,CAS,
KANT-STUDIEN,2,CAS,
Kantian Review,2,CAS,
KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,4,CAS,
Kardiochirurgia i Torakochirurgia Polska-Polish Journal of Thoracic and Cardiovascular Surgery,4,CAS,
Kardiologia Polska,3,CAS,
Kardiologie,4,CAS,
KARDIOLOGIYA,4,CAS,
Kastamonu University Journal of Forestry Faculty,4,CAS,
KEATS-SHELLEY JOURNAL,3,CAS,
KEATS-SHELLEY REVIEW,4,CAS,
KEDI Journal of Educational Policy,4,CAS,
KEIO JOURNAL OF MEDICINE,4,CAS,
Kemija u Industriji-Journal of Chemists and Chemical Engineers,4,CAS,
KENNEDY INSTITUTE OF ETHICS JOURNAL,3,CAS,
KENYON REVIEW,4,CAS,
KERNTECHNIK,4,CAS,
Kesmas-National Public Health Journal,4,CAS,
KEW BULLETIN,4,CAS,
KGK-Kautschuk Gummi Kunststoffe,4,CAS,
Khazar Journal of Humanities and Social Sciences,4,CAS,
Khyber Medical University Journal-KMUJ,4,CAS,
KIDNEY & BLOOD PRESSURE RESEARCH,3,CAS,
Kidney Cancer,4,CAS,
Kidney Diseases,4,CAS,
Kidney International Reports,2,CAS,
Kidney International Supplements,2,CAS,
KIDNEY INTERNATIONAL,1,CAS,
Kidney Medicine,3,CAS,
Kidney Research and Clinical Practice,3,CAS,
Kidney360,3,CAS,
Kierkegaard Studies Yearbook,3,CAS,
KINDHEIT UND ENTWICKLUNG,4,CAS,
Kinematics and Physics of Celestial Bodies,4,CAS,
Kinesiologia Slovenica,4,CAS,
Kinesiology,4,CAS,
Kinetic and Related Models,4,CAS,
KINETICS AND CATALYSIS,4,CAS,
Kiva-Journal of Southwestern Anthropology and History,4,CAS,
Kleintierpraxis,4,CAS,
Klimik Journal,4,CAS,
Klinik Psikiyatri Dergisi-Turkish Journal of Clinical Psychiatry,4,CAS,
KLINISCHE MONATSBLATTER FUR AUGENHEILKUNDE,4,CAS,
KLINISCHE NEUROPHYSIOLOGIE,4,CAS,
KLINISCHE PADIATRIE,4,CAS,
Knee Surgery & Related Research,1,CAS,
KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,2,CAS,
KNEE,4,CAS,
Knjizevna Smotra,4,CAS,
KNOWLEDGE AND INFORMATION SYSTEMS,4,CAS,
Knowledge and Management of Aquatic Ecosystems,4,CAS,
Knowledge and Process Management,4,CAS,
KNOWLEDGE ENGINEERING REVIEW,3,CAS,
Knowledge Management & E-Learning-An International Journal,3,CAS,
Knowledge Management Research & Practice,4,CAS,
KNOWLEDGE ORGANIZATION,4,CAS,
KNOWLEDGE-BASED SYSTEMS,1,CAS,
Kodai Mathematical Journal,4,CAS,
KOEDOE,4,CAS,
KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE,4,CAS,
KOME-An International Journal of Pure Communication Inquiry,4,CAS,
Kompleksnoe Ispolzovanie Mineralnogo Syra,4,CAS,
KONA Powder and Particle Journal,4,CAS,
Konstantinove Listy-Constantines Letters,3,CAS,
KONSTHISTORISK TIDSKRIFT,2,CAS,
Konsultativnaya Psikhologiya i Psikhoterapiya-Counseling Psychology and Psychotherapy,4,CAS,
KONTAKT-JOURNAL OF NURSING AND SOCIAL SCIENCES RELATED TO HEALTH AND ILLNESS,4,CAS,
Konuralp Tip Dergisi,4,CAS,
Koot-Revista de Museologia,4,CAS,
KOREA JOURNAL,4,CAS,
Korea Observer,4,CAS,
KOREA-AUSTRALIA RHEOLOGY JOURNAL,3,CAS,
Korean Chemical Engineering Research,4,CAS,
Korean Circulation Journal,3,CAS,
Korean Economic Review,4,CAS,
Korean Journal of Anesthesiology,3,CAS,
Korean Journal of Applied Statistics,4,CAS,
KOREAN JOURNAL OF CHEMICAL ENGINEERING,4,CAS,
KOREAN JOURNAL OF DEFENSE ANALYSIS,4,CAS,
Korean Journal of Family Medicine,4,CAS,
Korean Journal of Gastroenterology,4,CAS,
KOREAN JOURNAL OF INTERNAL MEDICINE,4,CAS,
Korean Journal of International and Comparative Law,4,CAS,
Korean Journal of International Studies,4,CAS,
Korean Journal of Materials Research,4,CAS,
Korean Journal of Mathematics,4,CAS,
Korean Journal of Medical History,4,CAS,
Korean Journal of Metals and Materials,4,CAS,
Korean Journal of Optics and Photonics,4,CAS,
Korean Journal of Orthodontics,2,CAS,
Korean Journal of Pain,2,CAS,
KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY,4,CAS,
KOREAN JOURNAL OF PLANT TAXONOMY,4,CAS,
KOREAN JOURNAL OF RADIOLOGY,2,CAS,
Korean Journal of Remote Sensing,4,CAS,
Korean Journal of Women Health Nursing,4,CAS,
Korean Linguistics,4,CAS,
Korean Studies,4,CAS,
Kosciol i Prawo,4,CAS,
Kotuitui-New Zealand Journal of Social Sciences Online,4,CAS,
KOVOVE MATERIALY-METALLIC MATERIALS,4,CAS,
Kragujevac Journal of Mathematics,4,CAS,
Kratkie Soobshcheniya Instituta Arkheologii,4,CAS,
Kriterion-Revista de Filosofia,4,CAS,
Kritika Kultura,4,CAS,
KRITIKA-EXPLORATIONS IN RUSSIAN AND EURASIAN HISTORY,3,CAS,
Kritike-An Online Journal of Philosophy,4,CAS,
KronoScope-Journal for the Study of Time,4,CAS,
KSCE Journal of Civil Engineering,4,CAS,
KSII Transactions on Internet and Information Systems,4,CAS,
KSU Tarim ve Doga Dergisi-KSU Journal of Agriculture and Nature,4,CAS,
Kultur-Revista Interdisciplinaria sobre la Cultura de la Ciutat,4,CAS,
Kulturno-Istoricheskaya Psikhologiya-Cultural-Historical Psychology,4,CAS,
Kunstiteaduslikke Uurimusi,4,CAS,
Kunstliche Intelligenz,4,CAS,
Kuwait Journal of Science,4,CAS,
Kuwait Medical Journal,4,CAS,
Kvasny Prumysl,4,CAS,
Kwartalnik Historii Zydow-Jewish History Quarterly,4,CAS,
KYBERNETES,4,CAS,
KYBERNETIKA,4,CAS,
Kyiv-Mohyla Humanities Journal,3,CAS,
KYKLOS,3,CAS,
Kyoto Journal of Mathematics,3,CAS,
Kyungpook Mathematical Journal,4,CAS,
Kyushu Journal of Mathematics,3,CAS,
L1 Educational Studies in Language and Literature,4,CAS,
LAB ANIMAL,2,CAS,
LAB ON A CHIP,2,CAS,
LABOR HISTORY,4,CAS,
Labor-Studies in Working-Class History of the Americas,4,CAS,
Laboratoire Italien-Politique et Societe,4,CAS,
Laboratorio de Arte,4,CAS,
Laboratorium-Russian Review of Social Research,4,CAS,
Laboratory Animal Research,4,CAS,
LABORATORY ANIMALS,4,CAS,
LABORATORY INVESTIGATION,2,CAS,
LABORATORY MEDICINE,4,CAS,
Laboratory Phonology,2,CAS,
LaborHistorico,4,CAS,
Labour and Industry,4,CAS,
LABOUR ECONOMICS,2,CAS,
Labour History Review,3,CAS,
Labour History,4,CAS,
Labour-England,4,CAS,
LABOUR-LE TRAVAIL,4,CAS,
Laeknabladid,4,CAS,
LAKE AND RESERVOIR MANAGEMENT,4,CAS,
Lancet Child & Adolescent Health,1,CAS,
Lancet Diabetes & Endocrinology,1,CAS,
Lancet Digital Health,1,CAS,
Lancet Gastroenterology & Hepatology,1,CAS,
Lancet Global Health,1,CAS,
Lancet Haematology,1,CAS,
Lancet Healthy Longevity,1,CAS,
Lancet HIV,1,CAS,
LANCET INFECTIOUS DISEASES,1,CAS,
Lancet Microbe,1,CAS,
